Comment,Emotion
"šiauriečiai estai jau didžiuojasi sveiku žvalinančiu, nuo Archangelsko plūstančiu arktiniu šaltuku , tuo tarpu mes Lietuvoje vis dar tūpčiojame kažko laukdami ir ieškodami kaltų.",No
"atsipalaiduokit.Nors meteolt temperatūrą pamažino iki -24 oC Vilniuje, rytoj atšauks. Nesuspėja meteolt net paskui gismeteo prognozes, ką jau kalbėt apie rimtesnius meteorologinius šaltinius.",No
Baikit s..kt! 3 dienas nakti paspaus iki -20 ir tai salcio banga? Stai kai dienom virs -25 budavo ..pora savaiciu. O cia baika.,No
Gaila kad Masa ir Polina paliko sporta aplink jos butu galima LR rinktine kurt .Sekmes tau Nastia,No
"Matyt toks ilgas delsimas kam nors yra labai naudingas. Pradėti reikia nuo to kas šiuos rūmus nualino Visi prisimena kaip jie gyvavo, kiek ten budavo kiekvieną dieną įvairiausių renginių. Kur visą tai dingo ? Kas už tai atsakys Vėl kaip įprasta LIetuvoje nėra kaltų. Ne tiesa. Kaltininkai yra , tik niekas nenori jų ieškoti.",No
"Ta pastata reikia leisti griauti, jo pritaikyti niekam neimanoma, kaip ir netoli stoties esancio,, kablio,,",No
"Ta kalna senelai is caro ispirko""""Tautos namu"""" statybai,o langsteriai puse jo stiklinem dezutem apstate.",No
Duos dezute su viskio buteliu tada jo sefas nugriaus ir kartonkes pastatys,No
Linai sutik- mes tavim labai labai ......pasitikim. Nenorime daugiau šiurpių radinių,No
"lasisa,galvoju kodel tokia pigi,ogi cia tapati kur nuotraukoj,apgavo,suvalgiau,dar gyvas amzina atilsi",No
"siūlau atidaryti kritusios lašišos muziejų, sąskaitą banke aukoms rinkti, užsakyti paminklą ir kas vakarą per visas žinias pasakoti kaip sekasi aiškintis su lašišos mirties tyrimu. lašišos fondo pirmininku paskirti Jonauską.",No
simasius uz tycine zala gamtai kartu su masiuliu jau turetu sildyti gultus lukiskese,No
"Kai randa žuvį ,tai labai šiurpų, o kai žmogų tai matyt kasdieninis įvykis?",No
"is laikrasciu skaitau ir matau. sugavo brakonieriu, uz penkias zuvis gavo 12 tukstanciu baudos, o cia praktiskai iskart po ivikio uzdejo bauda. noreciau suzinot kas taip greit suskaiciavo padvesusias zuvis ir kita zala gamtai, bet speju padvesusiu zuvu tukstanciai,o bauda kaip matosi riskiai per maza tokiam mastui ........... ir vel viskas svogeriu principu",No
"Geriau jau patys dvėsim, bet neleisim žuvim mirti.Tik tada atgausim tvirtybę kai už Lašišos smertį visusus šimašinius į kalėjimą sukišim.",No
"Jonauskas negali sustoti, nori įrodyti, kad be jo, Aplinkos apsaugos ministerija pražus. Žmogus liko be šiltos kėdės, gal klystu?",No
"buvo Kalėdos, čia pat Nauji metai. Žuvys persivalgė, todėl ir plaukioja išvertusios pilvus į viršų",No
Tokia padietis visur prie upiu ir upeliu! Pasivaiksciokit prie upeles KAIRA -visur kur didesni nauji namai prie upelio-yra PONU pirtis o kanalizacijos vamzdys isleisti i upeli. Kam tai idomu?,No
"Jonausko aktyvumas pagirtinas. Bet kodėl jis aktyvus tik čia? Kai jį, tuo metu dar viceministrą, žmonės pakvietė dėl situacijos Balsupiuose prie Marijampolės (vienas buvęs aplinkosaugininkas ten neaiškiai privatizavo pelkes ir išvaikė žvejus), tokio principingumo iš pono Jonausko nesigirdėjo... Kodėl?",No
"dėl didelių pinigų, besisukančių statybų versle, ypač Vilniuje, ir chaoso įstatyminėje bazėje, jau nekalbant apie kontrolę, nustatyti avarijos kaltininkus bus sunku.",No
"Tegul tas Šustauskas pasislepia po lapais ir baigia juokinti savo grasinimais, kas su juo gali eiti kur.",No
"mes popieriniai krikdemai su Z Pavilioniu priesaky.Neduok, Dieve,kad TS pirmininku taptu intrigantai Pavilionis Bilotaite Kasciunas.",No
"Vietoje pažadėtu 40 eurų prie pensijos,skurdžiai gaus -40,nes daug kas bus pabranginta,kad atsirastu pinigų pakelti vidutines pensijas.Perkant nebus proporcijos,kaip didinant pensijas,kuo mažesnė pensija,tuo mažiau didinama.Rinkimų viltys griūną ir dūžtą į šukes,o rinkėjai jau pastebėjo.",No
"Dėmesys į švietimo įstaigų pensininkus vadovus, valdančius nuo tarybinių laikų. Kas isvarys? Vyriausybė nepajėgia, o ir nenori.",No
"Priimkite įstatymą, kad sekančiuose rinkimuose NEgalėtų dalyvauti kandidatai pagal sarąšą.Kokios partijos daugiausia kandidatai laimi. tos partijos ir vykdoma programa.",No
"(2012 metų skaičiai)Vakariniame ES pakraštyje, darbininkas už mažiausią valandinį atlygį gali nusipirkti šešis produktus:– pieno 1 litrą;– miltų 1 kilogramą;– cukraus 1 kilogramą;– 6 kiaušinius;– aliejaus 1 litrą;– dyzelino 1 litrą.Lietuviškame ES pakraštyje darbininkas už mažiausią valandinį atlygį nepajėgus nupirkti dyzelino 1 litro, aliejaus 1 litro (nes brangesnis už dyzeliną su akcizais) ir iš likusių keturių aukščiau išvardintų produktų gali nusipirkti tik vieną kurį nors, nes kitiems įsigyti pinigų nepakanka.*",No
"2017m. bus geresni kaip buvo.Su geriausiais linkėjimais seimo daugumai, stiprybės, sveikatos, gerų įstatymų Lietuvos piliečiams. Pasitikime jumis , nes dirbsite sąžiningai žmonėms.",No
s u s i d ė j o su t e l i u k o ''partija'',No
"kai senelis pades sauksta , anukas pagaliau tures savo pareigas--liks tik anukas ir joks prezidentas",No
Per kiek skylučių teks dar susiveržti ir taip jau beveik numautų kelnių diržus?,No
"Aciu, Kristina! Myliu sventes, seimos ir draugu susiburimus, megstu bendrauti laisvai visomis temomis, bet viduje, lyg ir dziugesys, bet arti alsuoja vienatve.",No
"Pazintyse ,ten visos stazines.uzsiemusios savo reikalais arba anketa uzreginta ,bet pati sheimininke biesas zino kur.",No
"Prekybininkams šventės reikalingos-iššluoja jų prek.ir sunešame pelnus.O ką žmogui daryt,ypač kurie prikl.nuo alkoholio-vyksta tokiom dienom masinis gėrimas-ne šventė",No
"Aš-viena,bet ne vieniša,nes man taip gerai.Kaip katė,darau,ką noriu,einu,kur noriu,myliu,ką noriu ir atvirkščiai..taigi,žmogus gimęs laisvas ir turėtų gyventi nevergaudamas.Nuo tavęs,brangioji,viskas priklauso...",No
ATSIRADO KAS NORI PRIVATIZUOT NES NEBLOGA VIETA IR NEBLOGAS GABALAS ZEMES,No
tai gal is vis padarom tarptautini ? :) bus kaip palangos po viena lektuva i diena :) :),No
MARŠRUTU VASIUKAI - ALYTUSIR VEŽIOS BABKES MAIŠAIS KAM PRIKLAUSOOKVAILIAMS ATVEŠ PILNUS MAIŠUS PAŽADŲ,No
Alytui aerodromas yra reikalingas taip kaip šuniui penkta koja. Tas policininkas Grigaravičius kvailioja. Susisiekimo ministerija turėtų inicijuoti Vyriausybės Sprendimą tą žemę privatizuoti be jokių apribojimų dėl paskirties.,No
"Nesiseka Alytuj su valdzia. Vieni pastate Nemune prieplauka, prie kurios turejo svartuotis turistiniai laivai, bet svartuojasi geriausiu atveju tik antys. Kiti dabar nori aerodroma isplesti. Gal ir gerai, tures kur zasys ir varnos nutupti.",No
"Entuziazmo pilnos kelnės. Tačiau tik iki tol, kol kas nors ne prisitrenkė, ar ne žuvo. Deja, čia sveikas protas ir sveika logika lieka antrame plane.",No
"straipsnio pavadinimas neatitinka to,ka jinai norejo pasakyti(ziurejau vakar laida)..nesiburnokit.man tai uzkliuvo jos didelis,,AS,,",No
"Kaip džiaugiuosi, kad ji mane užbanino! Tuščia moteris, hysterus tipo. Spintoj gi mat Jimmy Choo, Statkevičius, Jakučinskaitė...Taip...svarbu apie tai kalbėt.",No
Labai grazi ir stilinga moteris. Sekmes jums.Esate labai grazi pora ir turite nuostabu vaika.,No
"Vakar paziurejau probreksmiais ta laida su Jagelaviciute. Jeigu ji turi pinigu, galetu pasimokint iskalbos meno. Nezinau, ar taip nervinosi ar stengesi nesikeikt bent karta, o gal ji visada taip kalba, bet butent del kalbejimo manieros buvo sunku ziuret. Ji grazi moteris kol neissizioja.",No
"Turi labai gera vyra,ji jo neverta.A.J. noretusi geresnio,norisi gero ir zvonkei ir valentaitei,bet normalus vyrai bega nuo ju.",No
"fuj. buti tik del vaiko - tai apgaudineti save, o labiausiai tai vaika. uzaugins toki pati dvasios ubaga, kokie patys yra.",No
"neįmanoma mylėti moters, su kuria visą laiką esi priverstas rietis. Tiesiog neįmanoma, iš patirties sakau. Ką Jagelavičiūtė darys, kai į Volkaus širdį pasibalados meilė kokiai ramiai, protingai ir tikrai gražiai merginai ar moteriai? Juk tada ir vaikas nesulaikys.",No
"Moteris visai neblogos išvaizdos , bet tokia nesimpatiška kai prabyla ir pradeda reikšti savo mintis , nusišneka ir atrodo , kad susipykusi su proteliu. Nežinau koks vyras ją gali pakęsti bent sykį pabendravęs su ja .",No
"Man ji nei ikona, nei įžymybė....man ji patyčias inicijuojanti persona...",No
"Na pradėkime nuo to, kad ponulis pats nelabai su gramatiką draugauji.",No
cha cha cha.....krasto naujienos tai popierius gulintis kruvomis parduotuvese kurio niekas neperka,No
"Sekas netik Donatui,man nuo sausio 1 pakele irgi atlyginima nuo 8,50 iki 8.75 svaro i valanda !",No
"O KIEK LAIKO PER PASKUTINIUS METUS ZAIDE DAIVICAS???? UPS GI PASTOVIAI TRAUMOS, TAI LAIKO TIKRAI GAUS",No
"tik taip, kad is didelio noro pakeisti, blaskymosi ir t.t. NIEKO gero nebebus. Kazkodel jauciu, kad taip jam nieko ir nebeisies NBA. Kol laikas, galetu grizti i Europa ir cia uzsidirbti, jei taip to nori.",No
"ka nors biznyje nusimanai??? jei zaidejui kiu klubai sutinka moketi 10 mln., tai didele tikimybe, kad ji galesi naudingai ismainyti... o ir nemaiso jis....jei sme.......nu kiek nors turetum tai suprastum, kad verslas yra verslas",No
padekos zinutej dekoja hjustono fanam bet ne klubui atvirai uzslepta zinute :D,No
"TAU PAKISTU GARANTUOTA 35 MLN. KONTRAKTA... NEPASIRASYTUM, NORS IR NEKESTUM AR NUOSKAUDA JAUSTUM IMONEI??? PASIRASYTUM...",No
"Niekas niekam tiek pinigų nepažadėjo. Pagal kontraktą, kas metus būtų reikėję pratęsti sutartį ir tai turėtų būti iki liepos 8 d :) Nieks jam 30 mln nebūtų gavęs, plius bet kokia trauma iškart brauktų kontraktą, pvz piršto lūžis :D",No
"kai Hardenas išplėšė pergalę ar pratesimą, per atkrinktamąsias, likus man atrodo 2-3 sec? O donce VIENINTELIS bandė hardeną pasveikinti, o tas jį nustumė....suoliuko reackcija viską pasakė... niekas toj komandoj nenorėjo žaisti, aš ir nenorėčiau. Sunkus metai buvo doncei, lai pasiseka šiemet.",No
"jei ir pasirašys su tais Pelicans sutartį tik laiko klausimas kada matysime straipsnius kaip ten jam blogai, antakis nesidalina kamuoliu ir mažai minučių gauna. Jau jo toks likimas visur skandalintis ir vaidinti auką",No
"kad Donatas nuvykes i Minesota nepasirode Vilku treniruoteje, Pas Pellikanus jis viso labo bus Antakio pakaitalas ir jie neturi pinigu. Pas Vilkus siemet algu kepureje 13 mln., kurios kazkam reikes isleist, plius kovoti su Diengu del starto vietos pilnai realu (anas 3taskiu beveik nemeta),trecias pliusas treneris - Tibodo net lyginti su mirusiu Dzentri negali.Tikras trileris tas jo kontraktas.",No
"Rockets pries sezona labai brangiai (2 ir 3 kontraktas po Hardeno) isigijo Pelicanu zaidejus Andersonas ir Gordona, o Pelicanai uz vet. minimum exRaketas Jonsa ir Di-MO. Ka tai galetu reiksti?",No
"as nesuprantu kaip taip gali buti,as maniau kad po jav demokratijos bombu dabar irakas demokratijios ir turizmo rojius???",No
"Kad trumpina laika. Truksta zmoniu, karpo islaidas ir bando likti pelningi, nes kitaip minusas speju. Man kaip tik patinka iki 22h shopintis, nes tada mazai pirkeju, greit prasisuku per pardes.",No
"susiplanuoji dienas taip, kad viena diena skiri apsipirkimui, o paskui sedi sode ar kelioneje kiek nori, gal problema ne pc darbo laikas, o tavo negebejimas planuoti savo veiklos?",No
Logistika jau tą pajuto. Prekybininkai matyt irgi jau jaučia negerus ženklus.,No
"man vienodai, buvau ten tik viena karta, oze buvau tik 2 kartus, man akropolis mielesnis, tai jeigu ka reikia varau i akropoli, o i tos gal karta i 5 metus nuvaziuosiu",No
"Cia tik Lietuvoje tokia tvarka dirbti iki nakties.Pardavejos kaip verges,lyg jos seimu neturi.Net diena ten mazai zmoniu buna,nes kainos kosmines.O jei kas uzsuka,tai tik pasizvalgyti.Vokietijoje per sventes net maisto parduotuves nedirba ir niekas del to nemire.",No
"Sausio 1 d. nuo ankstaus ryto Amsterdame dirba visi prekybos centrai, Primarke (didziausias ES) dirbo nuo 9 val ryto, kai, tuo tarpu, Lietuvoje net maisto prekiu parduotuves miegojo...",No
"Visose tokio tipo parduotuvėse, taip pat visose Maximose ir pan. reiktų žymiai trumpinti darbo laiką. Užuovėja nuo vėjo, lietaus, šalčio, nemigos, neturėjimo ką veikti, - ir tam dirba ištisi centrai. Mažuma ten ką nors nuperka, daugiau šlitiniuoja, skiria pasimatymus, susibūrimus.",No
"Apskritai kam nuo pirmad.iki ketvirtad.dirbti iki 21val.???!!!!! Užtenktų iki 19val.Negi prakybos centrai nemato,kad tomis dienomis nebebūna pirkėjų po 19val.nebent šliaužiojantis jaunimėlis,kuris nieko neperka.Kam sargdinti personalą nuo ištisos besikartojančios muzikos,šaršalo,sausooro ir dirbtinos šviesos.",No
"Nu pagaliau!!!! Pati budama studente dirbau Panoramoje, tai nuo 20val., vakaro, i rbu parduotuve uzeidavo 1-3 zmones. Uzsienyje kai kur isvis sekmadieniais nedirba prekybos centrai nu ir niekas nenumire dar.",No
Pagaliau ledai pajudėjo! Kodėl direktorius turi ilsėtis? O kiti ne? O kasininkė arti - kaip vergas iki vėlumos!!!,No
"Labai blogai, nes mano mėgstamas prekybos centras, nėra triukšmo, kaip kituose, ramu, erdvu, lengva atmosfera. Visada lankausi 20-22,00 val... dabar bus nepatogu..Eskalatorių ir šviesos požeminėje aikštelėje patariu neišjunginėt tol, kol neužsidaro RIMI, nes sunku tempti daiktus iki automobilio, o ir ten šviesos nerasta būna 21:45... Prašome susitvarkyti.. visgi nemažai pinigėlių palikęs parduotuvėse klientas nemaloniai pasijaučia, kai niekas nesirūpina patogumais jam.",No
"Eik šikt, darbą geriausiu atveju 19 val. baigiu. Tai kada apsipirkt? :)",No
paskaiciavo kad pardavejoms neapsimoka moket algu uz laika kai nera klientu,No
paskutinius du metus gyvenu is santaupuiki euro ivedimo uztekdavo algosdabar jau nebeuztenka - po truputi einu i minusa,No
jei tau pasakytu kad uz eskqalatoriu reikia susimoket ar tikrai prasytum neisjunginet iki valumos ?,No
"Laimei yra dar IKI, MAXIMA, kurios nuo 7.30 ir vakare ilgiau dirba. Pavasarį/vasarą dienos ilgos, žmonės soduose užtrunka, kelionėse, tad tenka dažnai apie 22 val maisto pirkti, bet nebus, pirksim kitur.",No
"tikro lietuvio ir kataliko, nepabugusio ir nepataikavusio, islaikiusio oruma pavyzdys. jo pavyzdys turetu padeti atsikvoseti materialistams, kurie pries bet kuri pona lenkia nugara uz duonos kasni",No
"Labai gerai kad Dievas atsiuntė komunistus, kurie truputį paauklėjo dvasiškius. Nes dauguma jų buvo ant turto ir ant garbės pasinešę, kaip ir dabar. Aš KGB ir komunistų vietoje būdamas bučiiau dar labiau juos auklėjęs.",No
"Pagal 1933 m. pasikeitimo kaliniais notą, iš Lietuvos sunkiųjų darbų kalėjimų buvo paleisti 24 bolševikai: Antanas Sniečkus, Saliamonas Goldbergas, Pranas Jankus, Ignas Gaška, Alma Krastinaitė, Juozas Garelis, Romas Šarmaitis, Martynas Kučinskas, Simonas Kaganas, Kostas Kurklietis, Zalmanas Rachmanas, Michlė Kromaitė, Mironas Feigelsonas, Stasys Jankūnas, Chachelis Paradas, Šmeulis Domba, Joselis Starobinas, Bronius Paukštis, Chaja Kaganaitė, Kazys Katinas, Marija Kaukaitė, Jonas Tamašauskas, Povilas Jankauskas, Jonas Kasperaitis.",No
"ne religijoje čia esmė,tai žmogaus tvirtumas ir savigarba,kurios kaip trūksta komentatoriams,blogai išauklėj Jūs mamos,tie ,kurie tučiojatės,šmeižiate....liūdna",No
nezinojo kaip pats gyditis ir tik pats pradejo mokintis tada ji konsultavo saunu ant ligoniu mokintis,No
"mes vezio neisgydome bet kaip sakoma jis uzmiega ir nezinia kada vel ir kur prabus ,sekmes siam zmogui ,/",No
dabar krokodilo seimininka gales paduoti i teisma kaip ta Zoofile is Telsiu kur su suniuku pasibuciuoti norejo,No
"Abu šios istorijos veikėjus suvedė instinktai, turistė pačiusi krokodilą instinktyviai panoro su juo įsiamžinti, o krokodilas vedamas kitokio instinkto panoro mažumėlę užkąsti.",No
"LABAI PASLAUGUS ROPLYS .JI TIK PANORĖJO ASMENUKĖS , O TAS IŠKART ''ĮSIAMŽINO'' .",No
Ir čia viskas??? Tikrai išsamus ir įdomus straipsnis. net 6 eilutės. Eik tu sau... Tik jo tikslo nesupratau,No
"Bandomasis laikotarpis sugalvotas tam, kad būtų galima nesumokėti mokęsčių VMI ,sodrai.Labai paprasta , tai praktikuojama,per bandomą laikotarpį nesumoka visus mokesčius,praėjus bandomam laikotarpiui ,perrašo pareiškimą,kaip naujai priimtas ir vėl t.t.....Taip buvo....Ar bandė pagauti ,tai padaryti galima....",No
"Neturėtų būti jokių bandomų laikotarpių ,jeigu savininkas priėmė į darbą ,ar tai į valstybės tarnybą,blogai dirba ,ar neatliks savo pareigų yra galimybės atleisti bet kada,nematau problemos.Bandomas laikotarpis tam ,kad būtų piktnaudžiaujama,manau puikiai tą supranta verslininkai ir ne verslininkai.",No
"Viskas čia gerai, labai informatyvus straipsnis, prieš žeriant kritiką sugebėkite pažiūrėti viską.",No
"pvz.: pasirinkti tinkamą ofšorą, perduot kam reikia brendžio dėžutę, kad leistu nežabotą plėtrą",No
"Valdžia rūpinasi pensijom, pašalpom ir pan. Verslas pelnu. Viskas atrodo paprasta. Tik Lietuvoj kažkodėl renkami žadantis """"mažinti kainas"""" ir gudriai besišypsantis politikai. :DDD",No
Politikai kainas gali sumazinti tik dviem atvejais. Ivedant socializma kai kainas reguliuoja valstybe arba mazinant mokescius tam tikriems produktams.Pirmu atveju patys zinot kuo pasibaigtu kainu reguliavimas (zr. Venesuela)Antru atveju valstybe negautu PVM pajamu. Tektu kazkur pataupyti arba skolintis. Bet kad kainos sumazetu prekybininkai to PVM neturetu isideti i kisene,No
"Dabar parasykit, kaip sugeba statistika fiksuoti 0.1 proc infliacija ar net defliacija. ?",No
Kur tu matai ta laisva rinka????:)))Kad jos niekada nėra buve!! išskyrus prieškarine Lietuva:)) kai mano kaime buvo 30 parduotuviu!!! O dabar tik 3 iš kur gali būti konkurencija?!!!:))),No
"from wild wild east to WILD WILD WEST - išgyvens, kas daugiausia ir iš kito sugebės atimt, išviliot, o jei valstybė bandys kištis bus konservų apšaukti sovietizmo grąžinimu, nacionalizmu, komunizmu socializmu ar dar kuo - nors kaip matau iš savo slabnos patirties, visos ideologijos turi šiek tiek racijos...",No
